User ID,ID,Data Provider,Project Name,Consumer Team,Consumer Name,Consumer Description,Variation Type,Variation Value,Purpose,AI Final Decision,Human Expert: Seniority,Human Expert: Hastiness (1: Very Hasty | 7: Very Formal),Human Expert: Meaning Preservation (1: Very Different | 7: Very Similar),Time on Question (seconds),Total Elapsed Time (seconds)
user_818,173e64d0ee35a85c54bc6d0afcb31f54a12a4f7b50d6e6ec828c6c1f06e50f41,Benefit,Customer Experience Improvement,contracts,ClientConnect,Improves client interactions through enhanced understanding of claim context and timing.,combined,"executive/CEO + neutral (standard professional, no particular urgency or formality)","I would like access to the reason and date data from the Benefit API. This information will help us refine our response strategies by gaining a clearer understanding of the contexts and timing of claims. By tailoring our communication and feedback based on these insights, we can improve client satisfaction through faster and more relevant support and advice, addressing their specific needs during important moments.",Accept,Intern,4,5,22.54,1080.57
user_818,c858a5fca3357b6b0d6ec07a14b99958b615bf45be0ad0cfb4ff963aeaf38332,Order,Inventory Planning and Forecasting,marketing,Demand Forecasting Tool,Forecasts inventory needs based on order patterns to enhance supply chain efficiency and marketing alignment.,combined,"executive/CEO + very hasty (typos, shorthand, missing punctuation, casual phrasing)",need access to order data pronto marketing needs it to track purchase trends n forecast inventory we gotta know whts hot across segments optimize stock avoid shortages align marketing n supply chain drive sales get it done,Reject,Mid-level Analyst,1,5,30.64,1111.21
user_818,56e8a69b4bd313eb3e1c0de7f07d13a1d15983f84e3b6519c437d907b8bd40fb,Products,Internal Product Development Insights,shop-operations,Product Innovation Tracker,Enhances product development processes through lifecycle data analysis for better innovation outcomes.,combined,"intern + neutral (standard professional, no particular urgency or formality)","I'm working on a project to help us improve our product development process. To do this, I'd like to access data on our product lifecycles and market feedback. Understanding this information will help us innovate and better meet consumer needs from the first idea all the way to launching in the market.",Accept,Intern,4,4,36.98,1148.19
user_818,d295d45b8f676db55878e0624e98601f2eaa46d81d2a67000987119b138ccd92,Order,Shipping Performance Metrics,logistics,Shipping Performance Dashboard,Monitors and analyzes shipment histories to optimize logistic operations and ensure timely deliveries.,combined,"intern + neutral (standard professional, no particular urgency or formality)","Hi [Recipient's Name],

I hope you're doing well. Could the Logistics team get access to the order data, please? We need it to check on shipping times and addresses so we can look at how well deliveries are going. By spotting any patterns in areas where there are often delays or differences between estimated and actual shipping times, we can make things run smoother by adjusting resources or changing delivery routes. This will really help in boosting customer satisfaction and making our supply chain work better.

Thank you!",Accept,Senior Manager,4,5,150.56,1298.75
user_818,4ad861cf2fd4fe2a6bfd111155a4fccc16b08d3df9e29920c634dff4e6d95e0f,Actor,Risk Assessment Enhancement,underwriting,Enhanced Risk Assessment Tool,Utilizes advanced analytics to improve risk scoring by integrating digital and historical contract data.,combined,"executive/CEO + very formal (precise legal-style language, complete sentences, no contractions)","To facilitate the refinement of our underwriting risk assessments, I hereby formally request access to online account activities as well as links to historical contracts. This data will be utilized to discern patterns that may indicate potential risk factors not readily apparent through traditional metrics. Analyzing the digital footprint and historical contract data will enable the creation of more accurate risk profiles, thus enhancing the precision of coverage assessments and decision-making processes.",Reject,Director,7,6,235.64,1534.39
user_818,85ab75585d5057038c61327a5591720d18423b59f24561a98664ed2a5462d4e2,Customers,Enhanced Customer Service Training,platform-team,Service Training Module,Develops enhanced customer service training based on data-driven insights about customer interactions.,combined,"senior manager + neutral (standard professional, no particular urgency or formality)","To enhance our training programs aimed at boosting efficiency and customer satisfaction, the Platform Team needs access to anonymized data on customer service interactions. This data will help us analyze frequently asked questions and common issues, allowing us to create more targeted training sessions for our service teams.",Accept,Senior Manager,5,4,40.15,1574.54
user_818,142e4fb86d9d5f1ace0539c5fbc6c7a9bf882d9248ad4a8003a3a5e6d6394209,Benefit,Strategic Claims API Development,actor,OpenClaim API,Enhances claim processing efficiency through strategic API development and integration.,combined,"senior manager + very formal (precise legal-style language, complete sentences, no contractions)","In order to effectively tailor our claim processing API, it is imperative that we conduct an in-depth analysis of both beneficiary information and payment data. Access to this information is essential for identifying potential integration points with third-party software, which in turn will facilitate improvements in process efficiency and customer satisfaction. The objective of this endeavor is to develop more cohesive API systems that serve to reduce claim processing times and enhance transparency, thereby fortifying user experience and fostering trust in our systems.",Accept,Mid-level Analyst,6,5,120.87,1695.41
user_818,ab5aa0fc2b1db853c331f697ea79ebd6f7368ae2e4007502f7588e15d9a85609,Products,Logistics Efficiency Enhancement,enabling-team,Logistics Optimizer,Analyzes logistical data to enhance warehouse efficiency and optimize transport routes.,none,Original Request,"Improving logistics efficiency by analyzing stock and warehouse data helps refine transport and distribution processes, reducing downtime and costs while enhancing service delivery. This analysis will inform decisions related to warehouse location optimization and resource allocation.",Accept,Junior Analyst,5,None - Original Request,61.6,1757.01
user_818,432fb8a48ecc0d440192903e44c6d3306cf9b14a985fcc9a64333635a03d1c5e,Actor,Premium Adjustment Justification,underwriting,Premium Analysis and Justification Tool,Justifies premium adjustments by evaluating customer risk through payment and contract data.,combined,"executive/CEO + very hasty (typos, shorthand, missing punctuation, casual phrasing)",need data on actor pay methods & contracts asap gotta justify premium rate changes wanna see risk/payment patterns so we can explain price bumps to customers keep it transparent so policyholders get it & accept it,Reject,Lead,1,7,66.97,1823.98
user_818,908816ebcf06a8dd13c5e2a483109a841bb9a57bbb42febe141c726fdbc5c393,Payments,Cross-Selling Opportunities Identification,marketing,Cross-Sell Recommendation Engine,Leverages transaction data to identify and suggest cross-selling opportunities to customers.,combined,"executive/CEO + very formal (precise legal-style language, complete sentences, no contractions)","I hereby request access to the payment data with the objective of identifying potential cross-selling opportunities. Through the analysis of related purchasing patterns present within the transaction data, we aim to recommend supplementary products to our customers, thereby enhancing sales conversion rates. Access to detailed payment information, including order compositions, is essential to propose relevant cross-sell options in alignment with our e-commerce strategy.",Accept,Senior Manager,6,6,90.7,1914.68
user_818,9edcaccf6f0972de44aecb7a8c8463055af285881e6b5e1980a7ebdc70bdfc59,Order Lines,Inventory Shrinkage Monitoring,logistics,Shrinkage Tracker,Monitors and reduces inventory discrepancies to enhance supply chain integrity.,none,Original Request,"The Logistics team seeks 'Order Lines' data to address shrinkage in inventory. By analyzing discrepancies between ordered and delivered quantities, we aim to identify losses and enhance inventory accuracy. This access will strengthen inventory control processes and reduce financial losses attributed to shrinkage.",Accept,Mid-level Analyst,5,None - Original Request,23.85,1938.53
user_818,b996e57f625ba5a93e4cc70ddb09583be42678227126aabe7506d1a9732a748f,Marketing Campaigns,Risk Profile Adjustment Modeling,underwriting,Dynamic Risk Modeler,Improves risk management by applying dynamic models based on integrated behavioral and marketing data insights.,none,Original Request,"Enhancing our understanding of customer behavior via marketing campaigns allows us to refine customer risk profiles. By evaluating campaign outcomes and customer actions, we aim to adjust risk assessment models to be more precise, ultimately aiding in the development of personalized risk-based pricing strategies.",Reject,Junior Analyst,5,None - Original Request,27.37,1965.89
user_818,5fbf5126f2e1e7a0840e4230d7079b429f84ebf0d88b5eeae76c855ca03fa375,Products,Product Performance Metrics,marketing,Product Success Evaluator,Analyzes product performance metrics to enhance marketing strategies and product development.,combined,"senior manager + very formal (precise legal-style language, complete sentences, no contractions)","In order to adequately assess product success and consumer satisfaction, it is imperative to evaluate item popularity, customer reviews, and return rates through the performance data. This evaluation of product performance is essential for the development of new products and the formulation of effective marketing strategies.",Accept,Junior Analyst,5,6,53.97,2019.86
user_818,94620844868947b8301d9020ea5a43e1735ca5f2e6aa6b425857158536775371,Marketing Campaigns,Behavioral Analysis in Underwriting,underwriting,Behavioral Assumption Recalibrator,Innovates underwriting processes by correlating marketing-driven consumer behaviors with risk evaluation models.,combined,"intern + very formal (precise legal-style language, complete sentences, no contractions)","I respectfully request access to the marketing campaign data that delineates target customer profiles, as well as the policy uptake information. The purpose of this request is to facilitate a comprehensive analysis of marketing targets and their purchasing behaviors. This analysis is intended to improve our underwriting practices. By integrating this data, we aim to reassess our risk assumptions and modify the underwriting criteria in an appropriate manner.",Reject,Mid-level Analyst,5,3,70.1,2089.96
user_818,908816ebcf06a8dd13c5e2a483109a841bb9a57bbb42febe141c726fdbc5c393,Payments,Cross-Selling Opportunities Identification,marketing,Cross-Sell Recommendation Engine,Leverages transaction data to identify and suggest cross-selling opportunities to customers.,combined,"junior analyst + very formal (precise legal-style language, complete sentences, no contractions)","I respectfully request access to the payment data necessary to identify cross-selling opportunities. By examining related purchasing patterns within the transaction data, we can recommend additional products to customers, thereby enhancing sales conversion rates. Access to payment details, including order compositions, is essential for proposing relevant cross-sell options as part of our e-commerce strategy.",Accept,Mid-level Analyst,6,7,52.99,2142.95
user_818,22ffca02f0e35cf947c83fb8927b7bbe280c5c6e77e5eff9588e385b7a3a8135,Order Lines,Dynamic Pricing Strategy Development,marketing,Dynamic Pricing Engine,Enables strategic pricing adjustments based on demand analysis to optimize revenue.,combined,"junior analyst + neutral (standard professional, no particular urgency or formality)","Hi [Recipient's Name],

I’d like to request access to the 'Order Lines' data for the Marketing team. We want to use this information to look at how product demand changes over time, which will help us set prices that match what customers are willing to pay. This will help us boost revenue, stay competitive, and quickly adapt to market changes.

Thanks!",Accept,Junior Analyst,5,6,25.42,2168.37
user_818,55b95bdb81eb412d2ce229bca7de26e793877b212fa59ba41006d660c41698b0,Life Insurance Contracts,Beneficiary Verification,claims--benefit,Beneficiary Verification Tool,Confirms beneficiary data to secure the legitimacy of insurance claims.,combined,"junior analyst + very formal (precise legal-style language, complete sentences, no contractions)","To ensure the reliability of the policy payouts, it is necessary to verify the identities of the beneficiaries listed under the policyholder accounts. Access to the names and relationship data will substantially improve the accuracy of the payouts and minimize the occurrence of fraudulent claims.",Accept,Senior Manager,6,7,94.23,2262.6
user_818,9bb72c376c7a95fcad77df5b4c8932db97596c79720e185d14de7ca2d2359e6c,Payments,Supply Chain Payment Flow Analysis,logistics,Supply Chain Finance Optimizer,Analyzes payment flow in the supply chain to identify and rectify inefficiencies.,combined,"senior manager + very formal (precise legal-style language, complete sentences, no contractions)","The primary objective is to optimize the finance aspect of the supply chain through the analysis of payment flows. A comprehensive understanding of the manner in which payments are processed and distributed throughout the supply chain will enable the identification of bottlenecks and inefficiencies, thereby ensuring smoother operational processes. Access to data pertaining to payment trends and patterns is requested to support this analysis, with the aim of enhancing both our financial and operational management endeavors.",Accept,Mid-level Analyst,6,6,63.13,2325.73
user_818,09539123b5482ad80ae8d7c55bef767c851cb03b2422c6f790dde67ac62d7cdd,Campaigns,Strategic Marketing Alignment Analysis,enabling-team,Strategic Alignment App,"Analyzes marketing campaigns to align strategic goals with execution, enhancing brand consistency and market response.",combined,"intern + very formal (precise legal-style language, complete sentences, no contractions)","I respectfully request access to the campaign data in order to conduct an analysis intended to align strategic marketing goals with operational realities. This analysis is designed to bridge the gap between marketing strategies and their execution effectiveness. The provision of insights from this analysis will assist in optimizing marketing activities. The enhanced alignment sought through this analysis will contribute to driving brand consistency and improving the overall market response to campaigns. Consequently, this will ensure a more efficient use of marketing budgets.",Accept,Mid-level Analyst,5,5,787.45,3113.18
user_818,e69a8165208fd5582c0c37bb1c398e4251c6fccd6b0a7456d911a05bbca35e11,Order,Customer Churn Prediction Model,enabling-team,Churn Prediction Model,Predicts customer churn to facilitate targeted retention strategies and sustain business growth.,combined,"senior manager + neutral (standard professional, no particular urgency or formality)","Our team is requesting access to data in order to build a model that predicts customer churn. By examining order histories, customer engagement metrics, and feedback, we aim to pinpoint customers who might be at risk of leaving and take steps to retain them. This analysis will help us reduce churn rates, increase customer lifetime value, and maintain steady profitability.",Accept,Mid-level Analyst,5,3,202.67,3315.85
user_818,9edcaccf6f0972de44aecb7a8c8463055af285881e6b5e1980a7ebdc70bdfc59,Order Lines,Inventory Shrinkage Monitoring,logistics,Shrinkage Tracker,Monitors and reduces inventory discrepancies to enhance supply chain integrity.,combined,"executive/CEO + neutral (standard professional, no particular urgency or formality)",I would like access to the 'Order Lines' data to assist the Logistics team in examining inventory shrinkage. Analyzing the discrepancies between what was ordered and what was delivered will help us pinpoint losses and improve our inventory accuracy. This step is crucial for strengthening our inventory control processes and minimizing financial losses due to shrinkage.,Accept,Junior Analyst,5,7,694.97,4010.82
user_818,1564cda9c4539cb75f1ec7a5fd5f195a667bb15351449d1d07873d2a952405ee,Fulfilment,Logistics Efficiency Analysis,shop-operations,Logistics Efficiency Tool,Analyzes logistics data to improve delivery speed and reduce costs.,combined,"senior manager + neutral (standard professional, no particular urgency or formality)","I would like to request access to the fulfilment data for our Shop Operations team. Specifically, we're looking at data points like 'package,' 'order,' and 'number of pieces.' This information will be instrumental in analyzing our logistics efficiency. By understanding these metrics better, we can identify opportunities to optimize our delivery routes and methods, ultimately reducing costs and improving delivery speed.",Accept,Junior Analyst,4,6,563.45,4574.27
user_818,578fc7428282f7b993611f2001293896cf4d07c3d21bf7b9cdb5427db47b5cc4,Benefit,Customer Retention Strategy,marketing,Loyalty Enhancement Platform,A system designed to enhance customer retention through analysis of claims timing and reasons.,none,Original Request,"To identify our most critical clients at risk of attrition, we plan to leverage the reason and date data to analyze recent claims trends. This will allow us to develop targeted retention strategies by understanding how the timing and reasons for claims influence customer dissatisfaction. By predicting these trends, we can proactively engage with these customers through personalized communication, ultimately aiming to reduce churn rates and enhance long-term customer loyalty.",Accept,Lead,6,None - Original Request,460.13,5034.4
user_818,0739cf81637eb1d9549cc22694aa2f5d8db76033abcec1c37540c318fa028929,Products,Supplier Performance Monitoring,shop-operations,Supplier Insight Dashboard,Monitors and evaluates supplier performance metrics to drive improvements in supply chain management.,combined,"senior manager + neutral (standard professional, no particular urgency or formality)","I am conducting an evaluation of supplier performance and need access to supplier information and delivery timelines. This analysis is essential for maintaining robust supplier relationships and enhancing our order fulfillment processes. It will help us identify top-performing suppliers, assess potential risks, and develop strategies to support those who may not be meeting expectations.",Accept,Intern,5,5,103.38,5137.77
user_818,64e471f296e53221766b63e67b4618d5c8fc6bed5b3375af5c8d80b66e35da03,Order Lines,Campaign Effectiveness Analysis,marketing,Campaign Insights Tool,Facilitates detailed analysis of marketing campaign performance to improve strategy and ROI.,combined,"junior analyst + very formal (precise legal-style language, complete sentences, no contractions)","I hereby request access to the 'Order Lines' data product on behalf of the Marketing team. The purpose of this request is to evaluate the effectiveness of both current and past marketing campaigns. By conducting an analysis of product orders that are associated with campaign identifiers, we aim to assess return on investment, adjust future campaigns for improved engagement, and strategically allocate marketing expenditures. The granting of this access will facilitate the development of a data-driven marketing strategy, thereby enhancing overall brand engagement and increasing sales.",Accept,Mid-level Analyst,7,6,58.79,5196.56
user_818,5d8a039e604bdf2e469cd9f6f47d0c82de5a228c4f41b48a88fe40c2d19f4aee,Fulfilment,Supply Chain Risk Assessment,platform-team,Supply Chain Risk Monitor,Detects and analyzes potential risks in the supply chain to maintain operational stability.,combined,"junior analyst + very formal (precise legal-style language, complete sentences, no contractions)","I respectfully request access to the fulfilment data for the purpose of risk assessment in the supply chain on behalf of the Platform Team. By conducting a thorough analysis of the data pertaining to 'package', 'order', and 'product', the team will have the capability to identify potential disruptions. Furthermore, this analysis will enable the team to forecast future vulnerabilities within the supply chain and develop strategic plans to mitigate these risks, thereby ensuring that the supply network remains resilient and efficient.",Accept,Mid-level Analyst,7,6,49.87,5246.44
user_818,ab5aa0fc2b1db853c331f697ea79ebd6f7368ae2e4007502f7588e15d9a85609,Products,Logistics Efficiency Enhancement,enabling-team,Logistics Optimizer,Analyzes logistical data to enhance warehouse efficiency and optimize transport routes.,combined,"intern + neutral (standard professional, no particular urgency or formality)","I'm working on a project to enhance our logistics processes and would like to access stock and warehouse data. By analyzing this data, I aim to help improve transport and distribution strategies, which can reduce downtime and costs and improve our service delivery. The findings could also assist in making informed decisions about where to place warehouses and how to allocate resources efficiently.",Accept,Junior Analyst,5,6,36.08,5282.51
user_818,9b65f2f2236bc85b26d1786f0b7a96fd739a453336bb573d5f484d48c3bf3b52,Benefit,Payment Integrity Monitor,contracts,FinGuard,Monitors payment activities to ensure financial accountability and irregularity detection.,combined,"senior manager + neutral (standard professional, no particular urgency or formality)","I would like to review the payment information fields to identify any irregularities that could lead to financial discrepancies in our claims payments process. By examining and rectifying any unusual or erroneous payment activities, we can uphold financial accountability and maintain transparency. This effort is crucial in ensuring we continue to build trust with our stakeholders through our commitment to precision and integrity in our financial operations.",Accept,Lead,6,7,69.82,5352.33
user_818,8ccec5190e0fee9d1102f2f61831f7a2691523a317e470562538743690f84b49,Payments,Refund Optimization Process,enabling-team,Refund Analysis Suite,Optimizes refund processes by analyzing transaction patterns and refund data.,combined,"junior analyst + neutral (standard professional, no particular urgency or formality)","Hi [Recipient's Name],

I'm looking to get access to data on refund transactions to help us improve how we handle returns. By going through the past refund data, I can find out the usual reasons for returns and suggest policy adjustments to boost customer satisfaction. I'll be focusing on the refund amounts and the related orders to see how we can make our return management and policies more efficient.

Thanks!",Reject,Junior Analyst,4,7,40.48,5392.81
user_818,3f5c9aa1b7ffcb1393b809500dd0a83f503db279fe04c2a97b724aab6c8b2e6d,Customers,Product Recommendations Engine,logistics,Recommendation Suite,Enhances customer shopping experience with tailored product recommendations.,combined,"executive/CEO + very hasty (typos, shorthand, missing punctuation, casual phrasing)",Hey need that cust purchase hist for new product rec algo we're rolling out. Want to tweak it so it throws up suggestions based on what they've bought/browsed b4. Aiming to boost customer experience with spot-on product recs.,Reject,Senior Manager,1,3,39.44,5432.26
user_818,3b5a95f87aa3a4e334a5991082808585dedc2531a3a8eddfe28e20ba9ed1455c,Life Insurance Contracts,Medical History Analysis for Fraud Detection,claims--benefit,Fraud Detection System,Detects potentially fraudulent claims by analyzing medical records and claims data.,combined,"executive/CEO + very hasty (typos, shorthand, missing punctuation, casual phrasing)",Need those med records from past claims ASAP wanna spot fraud patterns quick this'll help cut down on fraud and keep our claims solid,Reject,Mid-level Analyst,2,5,49.89,5482.15
user_818,b35b001d2c2c2926feff474c97eab61c46c11dbb5a6dbe90a382086561986a72,Underwriting Life Insurance,Claims Processing Optimization,claims--benefit,Claims Workflow Optimizer,Software to streamline claims processes by leveraging underwriting data to inform decisions.,none,Original Request,"The Claims & Benefit team seeks access to health risk assessments and exclusive third-party data as part of their effort to optimize claims processing workflows. By understanding the risk profiles comprehensively, the team aims to streamline claims adjudication processes, minimizing processing times, and improving claim resolution rates. This enhancement is expected to elevate customer satisfaction while reducing operational costs associated with prolonged claims handling.",Reject,Mid-level Analyst,5,None - Original Request,29.73,5511.88
user_818,fac6f5f3584daa491041adc14e93328f8d935df07736e0ce3e63b7a9be3fc210,Underwriting Life Insurance,Healthcare Marketing Campaign Targeting,marketing,Targeted Health Campaign Manager,A data application designed to tailor marketing campaigns specifically for audiences most interested in health insurance.,combined,"senior manager + very hasty (typos, shorthand, missing punctuation, casual phrasing)",Need access to public mortality models n health risk assessments ASAP. Gotta pinpoint target groups for health insurance products. This'll help us craft spot-on marketing campaigns n boost engagement n conversion rates. Big win for market presence n profits. Thx.,Reject,Mid-level Analyst,3,4,58.93,5570.82
user_818,b9a4865366feb253fe59726c67d3ce20cf7f87e6b776be6bb3d16b470584b098,Life Insurance Contracts,Customer Profiling for Personalized Marketing,marketing,Customer Profiling Engine,Generates customer profiles to tailor marketing campaigns for improved engagement.,combined,"junior analyst + very hasty (typos, shorthand, missing punctuation, casual phrasing)",hey can I get the policyholder base data? wanna make some cool marketing stuff that really clicks with each customer. need to see their demographics and what insurance they liked before so we can keep them engaged and loyal. thx!,Reject,Intern,2,5,37.84,5608.66
user_818,56e8a69b4bd313eb3e1c0de7f07d13a1d15983f84e3b6519c437d907b8bd40fb,Products,Internal Product Development Insights,shop-operations,Product Innovation Tracker,Enhances product development processes through lifecycle data analysis for better innovation outcomes.,combined,"intern + very formal (precise legal-style language, complete sentences, no contractions)","In the course of our examination of internal product development processes and results, we seek to acquire a comprehensive understanding of product lifecycle data and market reception metrics. This analysis is intended to inform the innovation pipeline from the initial stages of conceptualization through to the market launch, with the objective of more accurately addressing the needs of consumers.",Accept,Lead,5,6,56.19,5664.84
user_818,10b0c8f06a35c1c6202e0c15968967516981b46a27bf607982e753a071fc4858,Customers,Personalized Marketing Campaigns,marketing,Customer Insight Engine,Gathers and analyzes customer data to deliver targeted marketing content and promotions.,combined,"executive/CEO + very hasty (typos, shorthand, missing punctuation, casual phrasing)","Need mktg team to get cust data ASAP. Names, contacts, shopping habits - all that stuff. Want to send out super-targeted campaigns, get more personal. We’re talking tailored msgs, product recs, exclusive deals. Boost engagement, drive sales. Let's make it happen, thx",Reject,Senior Manager,2,5,36.55,5701.39
user_818,0739cf81637eb1d9549cc22694aa2f5d8db76033abcec1c37540c318fa028929,Products,Supplier Performance Monitoring,shop-operations,Supplier Insight Dashboard,Monitors and evaluates supplier performance metrics to drive improvements in supply chain management.,combined,"executive/CEO + neutral (standard professional, no particular urgency or formality)","I need access to supplier information and delivery timelines to evaluate their performance. This assessment is crucial for maintaining strong relationships and enhancing our order fulfillment processes by identifying top performers, assessing risks, and developing strategies for suppliers who need improvement.",Accept,Mid-level Analyst,5,7,38.59,5739.98
user_818,252a85ac2ad18245618f4340f7750e2760bd15d5b58065b9796fa0361432fe94,Products,Inventory Management Improvement,enabling-team,Smart Inventory Manager,Improves logistics operations by optimizing the inventory turnover through data analysis.,combined,"junior analyst + very hasty (typos, shorthand, missing punctuation, casual phrasing)","hey need some stock info asap like current lvls and where stuff is in warehouse so we can figure out inventory turnover. gotta make sure we got the right stuff in the right amounts, don’t wanna overstock or run out. helps us do logistics better and keep costs down. thx!",Reject,Intern,1,5,43.52,5783.5
user_818,55b95bdb81eb412d2ce229bca7de26e793877b212fa59ba41006d660c41698b0,Life Insurance Contracts,Beneficiary Verification,claims--benefit,Beneficiary Verification Tool,Confirms beneficiary data to secure the legitimacy of insurance claims.,none,Original Request,"To ensure the reliability of our policy payouts, we must verify the identities of beneficiaries listed under policyholder accounts. Accessing names and relationship data will significantly enhance our payout accuracy and reduce fraudulent claims.",Reject,Senior Manager,6,None - Original Request,18.21,5801.71
user_910,fac6f5f3584daa491041adc14e93328f8d935df07736e0ce3e63b7a9be3fc210,Underwriting Life Insurance,Healthcare Marketing Campaign Targeting,marketing,Targeted Health Campaign Manager,A data application designed to tailor marketing campaigns specifically for audiences most interested in health insurance.,combined,"senior manager + very hasty (typos, shorthand, missing punctuation, casual phrasing)",Need access to public mortality models n health risk assessments ASAP. Gotta pinpoint target groups ,Reject,Junior Analyst,1,6,98.38,98.5
user_910,d4ff8cc7eb39c6555258259773b2def6a4ce2b8b54a754db408184f3876c466f,Benefit,Marketing Target Optimization,marketing,Campaign Precision Tool,Optimizes marketing campaign timing and targeting based on client lifecycle and claim trends.,none,Original Request,"To optimize the targeting of our marketing campaigns, especially those involving offers on additiona",Accept,Senior Manager,7,None - Original Request,58.78,157.27
user_910,888b64a16b92e3bedd6945a5a72236f1baf5566689e952556e04ec4cfc3ae57b,Fulfilment,Customer Experience Enhancement,shop-operations,Customer Fulfilment Evaluation,Monitors and evaluates delivery performance and fulfilment accuracy to enhance customer service.,combined,"executive/CEO + neutral (standard professional, no particular urgency or formality)",Our goal is to enhance the customer experience by assessing how accurately we fulfill orders and our,Accept,Mid-level Analyst,7,6,72.14,229.42
user_910,65f5cdb43140198caa7e23942005802bc5ae739d3c3d5ad454c1b3a096855ebf,Customers,Payment Risk Assessment,platform-team,Risk Analysis Tool,Assesses payment method risks to secure transaction processes and reduce potential financial threats.,combined,"senior manager + very formal (precise legal-style language, complete sentences, no contractions)",The Platform Team intends to conduct a comprehensive assessment of potential risks associated with v,Reject,Lead,7,7,70.71,300.13
user_910,ac8a2ab33afbb175a22413ea976864182a046590cd60a4e1cb9565cfdfc053ba,Payments,Customer Analytics for Tailored Marketing,marketing,Customer Insights Dashboard,Gathers and analyzes customer data to enhance marketing strategies and campaign effectiveness.,combined,"senior manager + very hasty (typos, shorthand, missing punctuation, casual phrasing)",Need access to payment data ASAP to check out customer behavior. We wanna use this info for marketin,Reject,Junior Analyst,2,5,28.02,328.15
user_910,9b65f2f2236bc85b26d1786f0b7a96fd739a453336bb573d5f484d48c3bf3b52,Benefit,Payment Integrity Monitor,contracts,FinGuard,Monitors payment activities to ensure financial accountability and irregularity detection.,combined,"executive/CEO + very hasty (typos, shorthand, missing punctuation, casual phrasing)",Need data on payment info fields asap to check for weird stuff in claims payments. We gotta catch an,Reject,Junior Analyst,3,4,53.52,381.67
user_910,c11af745bcf38d34268d01441aaeca7d65952b88b29bf84cb975a5e48d0ae803,Benefit,Claims Forecasting System,underwriting,Claims Predictor,Forecasts future claims potential to improve staffing and budget planning.,combined,"senior manager + neutral (standard professional, no particular urgency or formality)","To enhance our resource allocation within claims management, I am requesting access to beneficiary a",Accept,Mid-level Analyst,7,7,31,412.67
user_910,daa1003c98c587ff960dc08ef8eb9ef6c5463484183a72983408a17bdebf7b70,Order,Customer Satisfaction Feedback Analysis,enabling-team,Customer Feedback Analyzer,Assesses customer feedback in relation to order fulfillment efficiency for improving service quality.,combined,"executive/CEO + very formal (precise legal-style language, complete sentences, no contractions)",I hereby formally request access to the order and shipping data for the purpose of correlating custo,Accept,Mid-level Analyst,7,7,57.57,470.24
user_910,64e471f296e53221766b63e67b4618d5c8fc6bed5b3375af5c8d80b66e35da03,Order Lines,Campaign Effectiveness Analysis,marketing,Campaign Insights Tool,Facilitates detailed analysis of marketing campaign performance to improve strategy and ROI.,combined,"junior analyst + neutral (standard professional, no particular urgency or formality)","Hi,

I would like to request access to the 'Order Lines' data product. Our team wants to check how w",Accept,Mid-level Analyst,6,6,46.72,516.96
user_910,1a75519c2f97e276bb5fb1d3494405b45de776bbe847b78f8c15efbc2951b485,Actor,Underwriting Audit Enhancement,underwriting,Underwriting Compliance Checker,Assures underwriting accuracy and compliance through comprehensive verification of financial and account data.,combined,"executive/CEO + neutral (standard professional, no particular urgency or formality)",I need access to the actors' payment details and their online account histories. This is part of an ,Accept,Junior Analyst,7,5,41.87,558.83
user_910,f9bac089dcd4cc6cd573eeeb5f974e75bab408a1e95ca79d30dbc63bd48a4781,Order Lines,Customer Spend Analysis,platform-team,Spend Analytics Platform,Offers insights into customer expenditure to inform loyalty programs and marketing strategies.,combined,"executive/CEO + very hasty (typos, shorthand, missing punctuation, casual phrasing)",Need quick access to 'Order Lines' data ASAP. Want to dig into spending patterns—gotta boost our loy,Accept,Junior Analyst,3,6,26.76,585.59
user_910,d1e088dc50f6d7cf88933f6762a7a08db49789cf5874e66cf2594e14f7a1c9e2,Payments,Product Pricing Strategy Enhancement,marketing,Dynamic Pricing Optimizer,Uses transaction data to fine-tune pricing strategies for revenue maximization.,combined,"executive/CEO + very hasty (typos, shorthand, missing punctuation, casual phrasing)","Need trans data asap. wanna tweak pricing strat. Check how ppl pay, find best price model, boost rev",Reject,Junior Analyst,1,3,19.26,604.85
user_910,64e471f296e53221766b63e67b4618d5c8fc6bed5b3375af5c8d80b66e35da03,Order Lines,Campaign Effectiveness Analysis,marketing,Campaign Insights Tool,Facilitates detailed analysis of marketing campaign performance to improve strategy and ROI.,combined,"executive/CEO + very hasty (typos, shorthand, missing punctuation, casual phrasing)",Need access to Order Lines data ASAP for the marketing team. Gotta check how our marketing campaigns,Accept,Mid-level Analyst,4,6,33.26,638.11
user_910,432fb8a48ecc0d440192903e44c6d3306cf9b14a985fcc9a64333635a03d1c5e,Actor,Premium Adjustment Justification,underwriting,Premium Analysis and Justification Tool,Justifies premium adjustments by evaluating customer risk through payment and contract data.,combined,"intern + neutral (standard professional, no particular urgency or formality)",I'm requesting access to data on actor payment methods and their related contracts. I need this info,Reject,Mid-level Analyst,6,5,73.13,711.24
